Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
0,28.0,165.0,59.0,Great Britain,GBR,0,1992,Albertville,Freestyle Skiing,Freestyle Skiing Women's Moguls, 
0,21.0,173.0,58.0,Switzerland,SUI,1,1972,Munich,Athletics,Athletics Women's High Jump, 
0,34.0,176.0,64.0,Russia,RUS,0,2006,Torino,Speed Skating,Speed Skating Women's 500 metres,Gold
0,27.0,181.0,82.0,West Germany,FRG,1,1976,Montreal,Canoeing,"Canoeing Men's Kayak Singles, 500 metres", 
0,20.0,170.0,58.0,Japan,JPN,1,1996,Atlanta,Swimming,Swimming Women's 400 metres Freestyle, 
0,24.0,185.0,80.0,Ireland,IRL,1,2000,Sydney,Rowing,Rowing Men's Lightweight Coxless Fours, 
0,28.0,204.0,96.0,Spain,ESP,1,1988,Seoul,Basketball,Basketball Men's Basketball, 
0,25.0,181.0,85.0,Czechoslovakia,TCH,0,1976,Innsbruck,Ski Jumping,"Ski Jumping Men's Large Hill, Individual", 
0,32.0,172.0,67.0,Great Britain,GBR,1,2012,London,Handball,Handball Women's Handball, 
0,32.0,189.0,90.0,Czech Republic-1,CZE,1,2004,Athina,Tennis,Tennis Men's Doubles, 
0,19.0,164.0,66.0,Germany,GER,0,1960,Squaw Valley,Speed Skating,Speed Skating Women's 500 metres, 
0,26.0,183.0,79.0,Great Britain,GBR,1,1956,Melbourne,Canoeing,"Canoeing Men's Kayak Doubles, 10,000 metres", 
0,19.0,163.0,48.0,East Germany,GDR,1,1976,Montreal,Gymnastics,Gymnastics Women's Uneven Bars, 
0,37.0,176.0,71.0,Switzerland,SUI,1,1956,Stockholm,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
0,19.0,162.0,48.0,Soviet Union,URS,1,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise, 
0,25.0,182.0,127.5,Sweden,SWE,1,1992,Barcelona,Weightlifting,Weightlifting Men's Super-Heavyweight, 
0,26.0,191.0,81.0,Netherlands,NED,1,2012,London,Cycling,Cycling Men's Individual Time Trial, 
0,26.0,199.0,92.0,Austria,AUT,1,2000,Sydney,Beach Volleyball,Beach Volleyball Men's Beach Volleyball, 
0,31.0,183.0,75.0,United States,USA,1,1924,Paris,Rowing,Rowing Men's Coxed Pairs,Bronze
0,31.0,192.0,98.0,Spain,ESP,1,2016,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Singles, 200 metres",Bronze
0,19.0,179.0,74.0,Austria,AUT,0,1984,Sarajevo,Speed Skating,"Speed Skating Men's 1,500 metres", 
0,20.0,185.0,92.0,Canada,CAN,0,2010,Vancouver,Ice Hockey,Ice Hockey Men's Ice Hockey,Gold
0,30.0,186.0,93.0,Switzerland,SUI,0,2006,Torino,Ice Hockey,Ice Hockey Men's Ice Hockey, 
0,16.0,185.0,84.0,Guam,GUM,1,2008,Beijing,Swimming,Swimming Men's 100 metres Freestyle, 
0,23.0,161.0,58.0,Japan,JPN,1,1960,Roma,Gymnastics,Gymnastics Men's Horizontal Bar, 
0,24.0,197.0,95.0,Yugoslavia,YUG,1,1976,Montreal,Basketball,Basketball Men's Basketball,Silver
0,26.0,173.0,61.0,Russia,RUS,1,2016,Rio de Janeiro,Fencing,"Fencing Women's Foil, Individual",Gold
0,33.0,176.0,85.0,Italy,ITA,1,2008,Beijing,Water Polo,Water Polo Men's Water Polo, 
0,27.0,176.0,72.0,China,CHN,1,2004,Athina,Gymnastics,Gymnastics Women's Uneven Bars, 
0,28.0,181.0,85.0,Poland,POL,1,1988,Seoul,Wrestling,"Wrestling Men's Middleweight, Greco-Roman", 
0,30.0,180.0,78.0,Hungary,HUN,1,1972,Munich,Water Polo,Water Polo Men's Water Polo,Silver
0,23.0,180.0,72.0,Algeria,ALG,1,2016,Rio de Janeiro,Football,Football Men's Football, 
0,21.0,173.0,60.0,Italy,ITA,1,2008,Beijing,Triathlon,Triathlon Women's Olympic Distance, 
0,28.0,174.0,73.0,Yugoslavia,YUG,1,1988,Seoul,Handball,Handball Women's Handball, 
0,25.0,163.0,58.0,Albania,ALB,1,2012,London,Weightlifting,Weightlifting Women's Lightweight, 
0,20.0,169.0,57.0,Netherlands,NED,1,1992,Barcelona,Synchronized Swimming,Synchronized Swimming Women's Solo, 
0,34.0,186.0,82.0,Germany,GER,0,2006,Torino,Biathlon,Biathlon Men's 10 kilometres Sprint,Gold
0,29.0,174.0,85.0,Kenya,KEN,1,1964,Tokyo,Shooting,"Shooting Men's Rapid-Fire Pistol, 25 metres", 
0,19.0,157.0,64.0,Canada,CAN,1,2004,Athina,Canoeing,"Canoeing Women's Kayak Fours, 500 metres", 
0,24.0,178.0,79.0,Mauritius,MRI,1,1996,Atlanta,Badminton,Badminton Men's Doubles, 
0,22.0,170.0,80.0,United States,USA,1,1964,Tokyo,Judo,Judo Men's Middleweight,Bronze
0,26.0,174.0,56.0,Angola,ANG,1,1992,Barcelona,Athletics,"Athletics Women's 1,500 metres", 
0,30.0,186.0,115.0,France,FRA,1,2000,Sydney,Athletics,Athletics Men's Hammer Throw, 
0,22.0,171.0,70.0,Colombia,COL,1,1972,Munich,Cycling,Cycling Men's 100 kilometres Team Time Trial, 
0,40.0,160.0,60.0,Chinese Taipei,TPE,1,1968,Mexico City,Weightlifting,Weightlifting Men's Featherweight, 
0,27.0,179.0,70.0,Morocco,MAR,1,2008,Beijing,Athletics,Athletics Men's Long Jump, 
0,25.0,178.0,64.0,Bulgaria,BUL,1,2012,London,Athletics,Athletics Women's Triple Jump, 
0,23.0,175.0,60.0,Algeria,ALG,1,2016,Rio de Janeiro,Football,Football Men's Football, 
0,41.0,178.0,87.0,Ireland,IRL,1,2012,London,Shooting,Shooting Men's Trap, 
0,22.0,169.0,70.0,Italy,ITA,1,1936,Berlin,Football,Football Men's Football,Gold
0,22.0,180.0,75.0,China,CHN,1,1988,Seoul,Athletics,Athletics Men's Triple Jump, 
0,23.0,183.0,75.0,Norway,NOR,0,1980,Lake Placid,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,34.0,171.0,67.0,Australia,AUS,1,1960,Roma,Equestrianism,"Equestrianism Men's Three-Day Event, Team",Gold
0,27.0,178.0,86.0,Sweden,SWE,1,1956,Melbourne,Athletics,Athletics Men's Hammer Throw, 
0,27.0,164.0,65.0,Italy,ITA,0,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom, 
0,29.0,180.0,80.0,France,FRA,0,1964,Innsbruck,Cross Country Skiing,Cross Country Skiing Men's 4 x 10 kilometres Relay, 
0,30.0,172.0,63.0,Mongolia,MGL,1,1976,Montreal,Judo,Judo Men's Lightweight, 
0,32.0,186.0,90.0,Italy,ITA,1,2004,Athina,Water Polo,Water Polo Men's Water Polo, 
0,28.0,166.0,54.0,Unified Team,EUN,1,1992,Barcelona,Athletics,Athletics Women's 100 metres, 
0,16.0,157.0,46.0,Australia,AUS,1,1988,Seoul,Gymnastics,Gymnastics Women's Uneven Bars, 
0,24.0,185.0,79.0,South Africa,RSA,1,2012,London,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
0,29.0,166.0,48.0,Canada,CAN,1,1996,Atlanta,Boxing,Boxing Men's Light-Flyweight, 
0,24.0,170.0,69.0,Austria,AUT,1,2012,London,Athletics,Athletics Women's Javelin Throw, 
0,22.0,179.0,76.0,Spain,ESP,1,1976,Montreal,Football,Football Men's Football, 
0,19.0,188.0,69.0,Netherlands,NED,1,2004,Athina,Cycling,Cycling Men's Individual Time Trial, 
0,22.0,180.0,80.0,Great Britain,GBR,1,1968,Mexico City,Fencing,"Fencing Men's Foil, Team", 
0,29.0,177.0,78.0,Hungary,HUN,1,1988,Seoul,Fencing,"Fencing Men's Sabre, Team",Gold
0,23.0,188.0,75.0,Netherlands,NED,1,1980,Moskva,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
0,31.0,179.0,79.0,Canada-2,CAN,1,2004,Athina,Badminton,Badminton Mixed Doubles, 
0,19.0,175.0,55.0,Sudan,SUD,1,2000,Sydney,Swimming,Swimming Men's 50 metres Freestyle, 
0,15.0,170.0,69.0,North Yemen,YAR,1,1988,Seoul,Athletics,"Athletics Men's 5,000 metres", 
0,27.0,181.0,68.0,Germany,GER,1,1992,Barcelona,Athletics,Athletics Women's Long Jump,Gold
0,43.0,167.0,70.0,Austria,AUT,1,1972,Munich,Sailing,Sailing Mixed Three Person Keelboat, 
0,30.0,178.0,75.0,China,CHN,1,2004,Athina,Fencing,"Fencing Men's Foil, Team",Silver
0,26.0,140.0,48.0,Nigeria,NGR,1,1988,Seoul,Wrestling,"Wrestling Men's Light-Flyweight, Freestyle", 
0,27.0,167.0,62.0,Australia,AUS,1,1906,Athina,Athletics,Athletics Men's Marathon, 
0,20.0,188.0,90.0,Congo (Brazzaville),CGO,1,2008,Beijing,Swimming,Swimming Men's 100 metres Freestyle, 
0,23.0,166.0,66.0,Brazil,BRA,1,2000,Sydney,Athletics,Athletics Men's 4 x 100 metres Relay,Silver
0,22.0,196.0,94.0,Netherlands,NED,1,1992,Barcelona,Rowing,Rowing Men's Quadruple Sculls, 
0,29.0,168.0,56.0,United States,USA,1,1992,Barcelona,Athletics,Athletics Women's 800 metres, 
0,27.0,178.0,79.0,Cameroon,CMR,1,2012,London,Athletics,Athletics Men's 100 metres, 
0,23.0,193.0,98.0,Canada,CAN,1,1992,Barcelona,Rowing,Rowing Men's Coxed Eights,Gold
0,22.0,164.0,56.0,Spain,ESP,1,1992,Barcelona,Hockey,Hockey Women's Hockey,Gold
0,29.0,170.0,60.0,Great Britain,GBR,1,1988,Seoul,Fencing,"Fencing Women's Foil, Team", 
0,18.0,178.0,75.0,Spain,ESP,1,1964,Tokyo,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
0,32.0,187.0,74.0,Canada,CAN,1,2000,Sydney,Basketball,Basketball Women's Basketball, 
0,16.0,165.0,57.0,United States,USA,1,1996,Atlanta,Swimming,Swimming Women's 800 metres Freestyle,Gold
0,23.0,160.0,55.0,Poland,POL,1,1964,Tokyo,Gymnastics,Gymnastics Women's Individual All-Around, 
0,21.0,160.0,58.0,Romania,ROU,1,1992,Barcelona,Table Tennis,Table Tennis Women's Singles, 
0,19.0,150.0,48.0,Spain,ESP,1,2008,Beijing,Gymnastics,Gymnastics Women's Individual All-Around, 
0,17.0,165.0,55.0,Portugal,POR,0,2014,Sochi,Alpine Skiing,Alpine Skiing Women's Giant Slalom, 
0,23.0,172.0,69.0,Algeria,ALG,1,1988,Seoul,Judo,Judo Men's Half-Lightweight, 
0,22.0,198.0,96.0,South Africa,RSA,1,1996,Atlanta,Athletics,Athletics Men's Pole Vault, 
0,27.0,179.0,82.0,Netherlands,NED,1,2004,Athina,Athletics,Athletics Men's 4 x 100 metres Relay, 
0,24.0,183.0,80.0,Russia,RUS,1,2004,Athina,Athletics,Athletics Men's Decathlon, 
0,18.0,182.0,68.0,Canada,CAN,1,2016,Rio de Janeiro,Swimming,Swimming Men's 100 metres Backstroke, 
0,47.0,175.0,84.0,United States,USA,1,1984,Los Angeles,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
0,32.0,184.0,89.0,Switzerland,SUI,0,2010,Vancouver,Alpine Skiing,Alpine Skiing Men's Downhill,Gold
0,30.0,171.0,66.0,Soviet Union,URS,1,1968,Mexico City,Volleyball,Volleyball Women's Volleyball,Gold
0,25.0,168.0,90.0,Serbia,SRB,1,2012,London,Shooting,"Shooting Women's Sporting Pistol, 25 metres", 
0,22.0,200.0,82.0,France,FRA,1,1988,Seoul,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
0,28.0,162.0,56.0,Turkey,TUR,1,2004,Athina,Weightlifting,Weightlifting Men's Bantamweight,Bronze
0,29.0,170.0,64.0,Japan,JPN,0,2002,Salt Lake City,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,26.0,182.0,82.0,Canada,CAN,1,2016,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay, 
0,18.0,163.0,49.0,United States,USA,1,1976,Montreal,Gymnastics,Gymnastics Women's Balance Beam, 
0,25.0,186.0,70.0,Netherlands,NED,1,2016,Rio de Janeiro,Cycling,"Cycling Men's Road Race, Individual", 
0,16.0,158.0,50.0,United States,USA,1,1972,Munich,Gymnastics,Gymnastics Women's Floor Exercise, 
0,24.0,183.0,91.0,United States,USA,1,1912,Stockholm,Athletics,Athletics Men's Discus Throw, 
0,40.0,178.0,70.0,United States,USA,1,1972,Munich,Equestrianism,"Equestrianism Mixed Jumping, Team",Silver
0,30.0,186.0,82.0,Germany,GER,0,2002,Salt Lake City,Biathlon,Biathlon Men's 4 x 7.5 kilometres Relay,Silver
0,28.0,172.0,68.0,Hungary,HUN,1,1964,Tokyo,Gymnastics,Gymnastics Men's Individual All-Around, 
0,27.0,177.0,88.0,Ukraine,UKR,1,2000,Sydney,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres", 
0,17.0,179.0,70.0,Italy,ITA,1,2012,London,Diving,Diving Men's Platform, 
0,25.0,150.0,42.0,Czechoslovakia,TCH,0,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Women's 10 kilometres, 
0,30.0,189.0,87.0,Hungary,HUN,1,1996,Atlanta,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Silver
0,29.0,181.0,79.0,Portugal,POR,1,1952,Helsinki,Fencing,"Fencing Men's Sabre, Individual", 
0,27.0,172.0,64.0,Canada,CAN,0,1998,Nagano,Speed Skating,"Speed Skating Women's 1,000 metres", 
0,25.0,183.0,90.0,Romania,ROU,1,1996,Atlanta,Judo,Judo Men's Middleweight, 
0,17.0,176.0,64.0,Dominican Republic,DOM,1,1968,Mexico City,Boxing,Boxing Men's Light-Welterweight, 
0,22.0,197.0,92.0,Czechoslovakia,TCH,1,1964,Tokyo,Swimming,Swimming Men's 200 metres Backstroke, 
0,25.0,173.0,76.0,Great Britain,GBR,1,1968,Mexico City,Diving,Diving Men's Springboard, 
0,21.0,172.0,63.0,France,FRA,1,1980,Moskva,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
0,27.0,185.0,77.0,United States,USA,1,2008,Beijing,Softball,Softball Women's Softball,Silver
0,21.0,169.0,53.0,Spain,ESP,1,1996,Atlanta,Swimming,Swimming Women's 400 metres Freestyle, 
0,21.0,180.0,63.0,Hong Kong,HKG,1,1976,Montreal,Cycling,"Cycling Men's Road Race, Individual", 
0,40.0,180.0,88.0,Switzerland,SUI,1,2012,London,Shooting,"Shooting Men's Small-Bore Rifle, Three Positions, 50 metres", 
0,17.0,163.0,53.0,Russia,RUS,0,2014,Sochi,Freestyle Skiing,Freestyle Skiing Women's Halfpipe, 
0,27.0,180.0,70.0,Colombia,COL,1,1964,Tokyo,Cycling,"Cycling Men's 1,000 metres Time Trial", 
0,23.0,183.0,74.0,Italy,ITA,0,1992,Albertville,Cross Country Skiing,Cross Country Skiing Men's 10/15 kilometres Pursuit, 
0,19.0,172.0,68.0,Iran,IRI,1,1988,Seoul,Cycling,"Cycling Men's Individual Pursuit, 4,000 metres", 
0,26.0,157.0,57.0,South Africa,RSA,1,2008,Beijing,Fencing,"Fencing Women's Sabre, Individual", 
0,27.0,171.0,59.0,Romania,ROU,1,1984,Los Angeles,Athletics,"Athletics Women's 1,500 metres",Silver
0,24.0,179.0,79.0,Romania,ROU,1,2012,London,Fencing,"Fencing Men's Sabre, Team",Silver
0,21.0,183.0,94.0,Netherlands,NED,1,1980,Moskva,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay, 
0,21.0,177.0,73.0,Norway,NOR,1,1996,Atlanta,Swimming,Swimming Women's 200 metres Individual Medley, 
0,23.0,173.0,65.0,Romania,ROU,0,1972,Sapporo,Alpine Skiing,Alpine Skiing Men's Slalom, 
0,21.0,186.0,70.0,Jamaica,JAM,1,1992,Barcelona,Athletics,Athletics Men's 4 x 400 metres Relay, 
0,29.0,178.0,93.0,Switzerland-1,SUI,0,1968,Grenoble,Bobsleigh,Bobsleigh Men's Two, 
0,23.0,170.0,65.0,Bulgaria,BUL,1,1996,Atlanta,Gymnastics,Gymnastics Men's Rings, 
0,32.0,184.0,66.0,Finland,FIN,0,2010,Vancouver,Ski Jumping,"Ski Jumping Men's Large Hill, Individual", 
0,24.0,173.0,66.0,Italy,ITA,1,1972,Munich,Athletics,Athletics Men's 200 metres, 
0,28.0,180.0,76.0,West Germany,FRG,1,1988,Seoul,Hockey,Hockey Men's Hockey,Silver
0,23.0,180.0,66.0,Spain,ESP,1,2016,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo, 
0,20.0,184.0,66.0,Italy,ITA,1,1972,Munich,Canoeing,"Canoeing Men's Kayak Singles, Slalom", 
0,21.0,195.0,99.0,United States,USA,1,1988,Seoul,Boxing,Boxing Men's Super-Heavyweight,Silver
0,33.0,180.0,74.0,France-1,FRA,0,2014,Sochi,Figure Skating,Figure Skating Mixed Ice Dancing, 
0,31.0,187.0,89.0,Finland,FIN,0,1988,Calgary,Ice Hockey,Ice Hockey Men's Ice Hockey,Silver
0,21.0,177.0,78.0,France,FRA,1,1948,London,Canoeing,"Canoeing Men's Canadian Singles, 1,000 metres",Bronze
0,30.0,192.0,98.0,Poland,POL,1,2012,London,Rowing,Rowing Men's Coxed Eights, 
0,47.0,186.0,73.0,Briar,SWE,1,2008,Beijing,Equestrianism,"Equestrianism Mixed Dressage, Team", 
0,32.0,198.0,111.0,United States,USA,1,2008,Beijing,Water Polo,Water Polo Men's Water Polo,Silver
0,27.0,170.0,54.0,France,FRA,1,2008,Beijing,Athletics,"Athletics Women's 3,000 metres Steeplechase", 
0,35.0,188.0,69.0,Spain,ESP,1,2008,Beijing,Athletics,Athletics Women's Triple Jump, 
0,24.0,183.0,69.0,Lithuania,LTU,1,2016,Rio de Janeiro,Athletics,Athletics Men's Marathon, 
0,22.0,179.0,105.0,Belarus,BLR,1,2004,Athina,Weightlifting,Weightlifting Men's Heavyweight, 
0,27.0,176.0,75.0,Italy,ITA,0,2006,Torino,Alpine Skiing,Alpine Skiing Women's Slalom, 
0,22.0,160.0,54.0,Colombia,COL,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Pommelled Horse, 
0,32.0,183.0,79.0,Norway,NOR,0,1972,Sapporo,Cross Country Skiing,Cross Country Skiing Men's 30 kilometres, 
0,28.0,177.0,75.0,West Germany-1,FRG,0,1980,Lake Placid,Bobsleigh,Bobsleigh Men's Two, 
0,23.0,155.0,51.0,Italy,ITA,1,1960,Roma,Gymnastics,Gymnastics Women's Floor Exercise, 
0,36.0,163.0,60.0,Saudi Arabia,KSA,1,2012,London,Athletics,"Athletics Men's 10,000 metres", 
0,23.0,178.0,70.0,United States,USA,1,1912,Stockholm,Athletics,Athletics Men's Pole Vault, 
0,21.0,157.0,50.0,Australia,AUS,1,1964,Tokyo,Athletics,Athletics Women's 100 metres, 
0,24.0,174.0,70.0,Estonia,EST,1,1936,Berlin,Athletics,Athletics Men's Pole Vault, 
0,22.0,185.0,69.0,Germany,GER,1,1964,Tokyo,Athletics,Athletics Men's 800 metres, 
0,18.0,167.0,69.0,Ecuador,ECU,1,2016,Rio de Janeiro,Weightlifting,Weightlifting Women's Light-Heavyweight, 
0,24.0,168.0,67.0,United States,USA,1,2016,Rio de Janeiro,Gymnastics,Gymnastics Men's Horizontal Bar, 
0,19.0,183.0,74.0,South Africa,RSA,1,1960,Roma,Athletics,Athletics Men's 4 x 400 metres Relay, 
0,20.0,186.0,80.0,France,FRA,1,1992,Barcelona,Rowing,Rowing Women's Coxless Fours, 
0,18.0,173.0,59.0,East Germany,GDR,0,1988,Calgary,Cross Country Skiing,Cross Country Skiing Women's 5 kilometres, 
0,30.0,165.0,61.0,Australia,AUS,0,1998,Nagano,Freestyle Skiing,Freestyle Skiing Women's Moguls, 
0,27.0,172.0,68.0,Sweden,SWE,1,1988,Seoul,Canoeing,"Canoeing Women's Kayak Doubles, 500 metres", 
0,20.0,181.0,75.0,China,CHN,1,2012,London,Swimming,"Swimming Men's 1,500 metres Freestyle", 
0,28.0,172.0,73.0,Morocco,MAR,1,1984,Los Angeles,Football,Football Men's Football, 
0,19.0,171.0,54.0,Hungary,HUN,1,1960,Roma,Diving,Diving Men's Springboard, 
0,29.0,160.0,55.0,United States,USA,1,1996,Atlanta,Athletics,Athletics Women's 100 metres,Gold
0,26.0,190.0,75.0,Kenya,KEN,1,2016,Rio de Janeiro,Athletics,Athletics Men's 400 metres Hurdles, 
0,31.0,182.0,103.0,Spain,ESP,1,1976,Montreal,Sailing,Sailing Mixed Three Person Keelboat, 
0,25.0,181.0,87.0,Switzerland,SUI,0,2014,Sochi,Alpine Skiing,Alpine Skiing Men's Combined, 
0,29.0,181.0,68.0,Spain,ESP,1,2016,Rio de Janeiro,Beach Volleyball,Beach Volleyball Women's Beach Volleyball, 
0,27.0,173.0,88.0,Algeria,ALG,1,1980,Moskva,Handball,Handball Men's Handball, 
0,33.0,162.0,52.0,Andorra,AND,1,2000,Sydney,Athletics,"Athletics Women's 1,500 metres", 
0,20.0,168.0,50.0,Thailand,THA,1,1992,Barcelona,Athletics,Athletics Women's 4 x 400 metres Relay, 
0,28.0,162.0,59.0,Germany,GER,0,2002,Salt Lake City,Alpine Skiing,Alpine Skiing Women's Combined,Bronze
0,34.0,178.0,74.0,Iran,IRI,1,1976,Montreal,Water Polo,Water Polo Men's Water Polo, 
0,23.0,160.0,58.0,China,CHN,1,2008,Beijing,Gymnastics,Gymnastics Men's Pommelled Horse, 
0,22.0,174.0,63.0,West Germany,FRG,1,1972,Munich,Swimming,Swimming Women's 200 metres Individual Medley, 
0,19.0,157.0,56.0,Philippines,PHI,1,2004,Athina,Archery,Archery Women's Individual, 
