Sex,Age,Height,Weight,Team,NOC,Games,Year,City,Sport,Event,Medal
0,31.0,179.0,79.0,66,35,1,2004,3,4,92,0
0,19.0,175.0,55.0,346,181,1,2000,38,42,449,0
0,15.0,170.0,69.0,264,215,1,1988,33,3,37,0
1,27.0,181.0,68.0,145,77,1,1992,5,3,84,2
0,43.0,167.0,70.0,25,13,1,1972,23,34,349,0
0,30.0,178.0,75.0,75,40,1,2004,3,17,233,3
0,26.0,140.0,48.0,259,142,1,1988,33,53,526,0
0,27.0,167.0,62.0,22,12,1,1906,3,3,53,0
0,20.0,188.0,90.0,88,37,1,2008,6,42,432,0
0,23.0,166.0,66.0,46,28,1,2000,38,3,31,3
0,22.0,196.0,94.0,251,140,1,1992,5,31,323,0
1,29.0,168.0,56.0,382,207,1,1992,5,3,78,0
0,27.0,178.0,79.0,63,42,1,2012,17,3,21,0
0,23.0,193.0,98.0,64,35,1,1992,5,31,314,2
1,22.0,164.0,56.0,340,61,1,1992,5,24,282,2
1,29.0,170.0,60.0,151,72,1,1988,33,17,239,0
0,18.0,178.0,75.0,340,61,1,1964,39,42,440,0
1,32.0,187.0,74.0,64,35,1,2000,38,6,97,0
1,16.0,165.0,57.0,382,207,1,1996,4,42,466,2
1,23.0,160.0,55.0,285,156,1,1964,39,22,275,0
1,21.0,160.0,58.0,296,163,1,1992,5,44,474,0
1,19.0,150.0,48.0,340,61,1,2008,6,22,275,0
1,17.0,165.0,55.0,287,157,0,2014,34,0,7,0
0,23.0,172.0,69.0,7,3,1,1988,33,26,287,0
0,22.0,198.0,96.0,332,164,1,1996,4,3,56,0
0,27.0,179.0,82.0,251,140,1,2004,3,3,31,0
0,24.0,183.0,80.0,301,165,1,2004,3,3,44,0
0,18.0,182.0,68.0,64,35,1,2016,27,42,429,0
0,47.0,175.0,84.0,382,207,1,1984,18,35,369,0
0,32.0,184.0,89.0,352,182,0,2010,41,0,1,2
1,30.0,171.0,66.0,336,205,1,1968,20,50,495,2
1,25.0,168.0,90.0,317,178,1,2012,17,35,385,0
0,22.0,200.0,82.0,132,67,1,1988,33,42,441,0
0,28.0,162.0,56.0,371,199,1,2004,3,52,498,1
0,29.0,170.0,64.0,188,102,0,2002,29,12,162,0
0,26.0,182.0,82.0,64,35,1,2016,27,42,440,0
1,18.0,163.0,49.0,382,207,1,1976,21,22,272,0
0,25.0,186.0,70.0,251,140,1,2016,27,14,195,0
1,16.0,158.0,50.0,382,207,1,1972,23,22,273,0
0,24.0,183.0,91.0,382,207,1,1912,37,3,45,0
0,40.0,178.0,70.0,382,207,1,1972,23,16,229,3
0,30.0,186.0,82.0,145,77,0,2002,29,8,104,3
0,28.0,172.0,68.0,169,88,1,1964,39,22,266,0
0,27.0,177.0,88.0,375,204,1,2000,38,35,369,0
0,17.0,179.0,70.0,184,98,1,2012,17,15,214,0
1,25.0,150.0,42.0,100,189,0,1972,31,12,168,0
0,30.0,189.0,87.0,169,88,1,1996,4,11,145,3
0,29.0,181.0,79.0,287,157,1,1952,13,17,234,0
1,27.0,172.0,64.0,64,35,0,1998,24,41,420,0
0,25.0,183.0,90.0,296,163,1,1996,4,26,291,0
0,17.0,176.0,64.0,112,56,1,1968,20,10,123,0
0,22.0,197.0,92.0,100,189,1,1964,39,42,433,0
0,25.0,173.0,76.0,151,72,1,1968,20,15,215,0
0,21.0,172.0,63.0,132,67,1,1980,22,3,31,1
1,27.0,185.0,77.0,382,207,1,2008,6,40,413,3
1,21.0,169.0,53.0,340,61,1,1996,4,42,463,0
0,21.0,180.0,63.0,167,86,1,1976,21,14,195,0
0,40.0,180.0,88.0,352,182,1,2012,17,35,370,0
1,17.0,163.0,53.0,301,165,0,2014,34,20,257,0
0,27.0,180.0,70.0,86,45,1,1964,39,14,182,0
0,23.0,183.0,74.0,184,98,0,1992,0,12,159,0
0,19.0,172.0,68.0,179,92,1,1988,33,14,188,0
1,26.0,157.0,57.0,332,164,1,2008,6,17,240,0
1,27.0,171.0,59.0,296,163,1,1984,18,3,63,3
0,24.0,179.0,79.0,296,163,1,2012,17,17,235,3
0,21.0,183.0,94.0,251,140,1,1980,22,42,441,0
1,21.0,177.0,73.0,265,144,1,1996,4,42,459,0
0,23.0,173.0,65.0,296,163,0,1972,31,0,3,0
0,21.0,186.0,70.0,187,100,1,1992,5,3,32,0
0,29.0,178.0,93.0,353,182,0,1968,12,9,114,0
0,23.0,170.0,65.0,54,31,1,1996,4,22,269,0
0,32.0,184.0,66.0,130,66,0,2010,41,38,397,0
0,24.0,173.0,66.0,184,98,1,1972,23,3,26,0
0,28.0,180.0,76.0,397,68,1,1988,33,24,281,3
1,23.0,180.0,66.0,340,61,1,2016,27,51,497,0
0,20.0,184.0,66.0,184,98,1,1972,23,11,151,0
0,21.0,195.0,99.0,382,207,1,1988,33,10,126,3
0,33.0,180.0,74.0,133,67,0,2014,34,18,245,0
0,31.0,187.0,89.0,130,66,0,1988,8,25,283,3
0,21.0,177.0,78.0,132,67,1,1948,17,11,135,1
0,30.0,192.0,98.0,285,156,1,2012,17,31,314,0
0,47.0,186.0,73.0,49,185,1,2008,6,16,227,0
0,32.0,198.0,111.0,382,207,1,2008,6,51,496,3
1,27.0,170.0,54.0,132,67,1,2008,6,3,71,0
1,35.0,188.0,69.0,340,61,1,2008,6,3,89,0
0,24.0,183.0,69.0,212,117,1,2016,27,3,53,0
0,22.0,179.0,105.0,35,25,1,2004,3,52,501,0
1,27.0,176.0,75.0,184,98,0,2006,40,0,8,0
0,22.0,160.0,54.0,86,45,1,2016,27,22,268,0
0,32.0,183.0,79.0,265,144,0,1972,31,12,162,0
0,28.0,177.0,75.0,398,68,0,1980,15,9,114,0
1,23.0,155.0,51.0,184,98,1,1960,28,22,273,0
0,36.0,163.0,60.0,314,108,1,2012,17,3,20,0
0,23.0,178.0,70.0,382,207,1,1912,37,3,56,0
1,21.0,157.0,50.0,22,12,1,1964,39,3,66,0
0,24.0,174.0,70.0,124,62,1,1936,7,3,56,0
0,22.0,185.0,69.0,145,77,1,1964,39,3,41,0
1,18.0,167.0,69.0,117,57,1,2016,27,52,514,0
0,24.0,168.0,67.0,382,207,1,2016,27,22,264,0
0,19.0,183.0,74.0,332,164,1,1960,28,3,32,0
1,20.0,186.0,80.0,132,67,1,1992,5,31,328,0
1,18.0,173.0,59.0,114,74,0,1988,8,12,175,0
1,30.0,165.0,61.0,22,12,0,1998,24,20,258,0
1,27.0,172.0,68.0,349,185,1,1988,33,11,152,0
0,20.0,181.0,75.0,75,40,1,2012,17,42,427,0
0,28.0,172.0,73.0,242,121,1,1984,18,19,249,0
0,19.0,171.0,54.0,169,88,1,1960,28,15,215,0
1,29.0,160.0,55.0,382,207,1,1996,4,3,66,2
0,26.0,190.0,75.0,196,104,1,2016,27,3,35,0
0,31.0,182.0,103.0,340,61,1,1976,21,34,349,0
0,25.0,181.0,87.0,352,182,0,2014,34,0,0,0
1,29.0,181.0,68.0,340,61,1,2016,27,7,99,0
0,27.0,173.0,88.0,7,3,1,1980,22,23,279,0
1,33.0,162.0,52.0,13,4,1,2000,38,3,63,0
1,20.0,168.0,50.0,361,191,1,1992,5,3,73,0
1,28.0,162.0,59.0,145,77,0,2002,29,0,5,1
0,34.0,178.0,74.0,179,92,1,1976,21,51,496,0
0,23.0,160.0,58.0,75,40,1,2008,6,22,268,0
1,22.0,174.0,63.0,397,68,1,1972,23,42,459,0
1,19.0,157.0,56.0,283,152,1,2004,3,1,12,0
1,29.0,174.0,79.0,169,88,1,1968,20,3,88,0
0,26.0,170.0,70.0,411,219,1,2000,38,46,485,0
0,24.0,178.0,80.0,214,118,1,1952,13,22,266,0
0,26.0,178.0,70.0,371,199,1,1964,39,3,37,0
0,25.0,206.0,92.0,212,117,1,2004,3,42,436,0
1,31.0,156.0,53.0,22,12,1,2016,27,19,250,0
1,23.0,173.0,56.0,64,35,1,2012,17,3,78,0
0,19.0,178.0,68.0,164,84,1,1968,20,14,197,0
1,31.0,170.0,58.0,105,53,1,2000,38,35,381,0
1,21.0,176.0,62.0,169,88,1,2004,3,42,465,0
1,21.0,183.0,72.0,154,79,1,2004,3,46,488,0
0,28.0,183.0,72.0,327,175,0,2014,34,8,104,0
0,22.0,189.0,82.0,326,184,0,1998,24,12,165,0
1,29.0,168.0,64.0,265,144,0,2010,41,12,173,3
1,30.0,163.0,54.0,54,31,0,2006,40,8,112,0
1,34.0,173.0,66.0,340,61,1,2008,6,31,333,0
1,31.0,176.0,70.0,22,12,1,2000,38,40,413,1
0,21.0,179.0,83.0,349,185,0,1994,16,25,283,2
0,23.0,180.0,85.0,340,61,1,2000,38,14,190,0
0,22.0,185.0,79.0,151,72,1,1980,22,14,200,0
0,21.0,188.0,95.0,64,35,0,2006,40,27,300,0
0,27.0,190.0,82.0,259,142,1,2000,38,3,32,2
0,23.0,176.0,70.0,145,77,0,2014,34,12,163,0
1,21.0,160.0,56.0,151,72,1,2000,38,11,156,0
0,22.0,188.0,79.0,94,50,1,1976,21,3,31,0
1,15.0,162.0,52.0,75,40,0,1992,0,18,248,0
1,34.0,160.0,48.0,285,156,1,2008,6,48,492,0
0,27.0,175.0,73.0,382,207,1,2016,27,15,214,1
0,28.0,188.0,73.0,349,185,1,1920,2,3,62,1
0,32.0,180.0,72.0,215,129,0,2014,34,12,165,0
0,29.0,178.0,97.0,152,72,0,1994,16,9,113,0
0,27.0,169.0,54.0,382,207,1,2008,6,22,263,0
0,22.0,182.0,79.0,16,8,1,2004,3,19,249,2
1,24.0,157.0,55.0,46,28,1,2016,27,19,250,0
0,25.0,178.0,78.0,408,217,0,1972,31,25,283,0
0,22.0,202.0,108.0,327,175,1,2016,27,23,279,0
1,29.0,180.0,60.0,375,204,1,1996,4,3,82,1
1,27.0,179.0,85.0,94,50,1,2004,3,3,79,0
0,18.0,177.0,74.0,263,158,0,1992,0,41,418,0
0,19.0,189.0,86.0,212,117,1,2004,3,42,435,0
0,24.0,173.0,71.0,290,159,1,1972,23,10,122,0
0,18.0,165.0,58.0,382,207,1,1976,21,22,266,0
0,31.0,174.0,65.0,184,98,0,2014,34,12,164,0
1,17.0,175.0,64.0,132,67,1,2012,17,42,454,0
0,22.0,172.0,85.0,63,42,1,2008,6,52,504,0
0,21.0,180.0,73.0,184,98,1,2008,6,19,249,0
0,29.0,182.0,94.0,237,133,0,1988,8,9,114,0
0,27.0,180.0,75.0,370,198,1,1988,33,19,249,0
0,38.0,170.0,75.0,161,81,1,1972,23,35,374,0
1,29.0,172.0,57.0,151,72,1,2004,3,3,78,0
0,20.0,175.0,67.0,233,126,1,1976,21,19,249,0
1,21.0,163.0,57.0,145,77,0,1992,0,8,112,0
1,31.0,170.0,59.0,349,185,1,1992,5,16,226,0
0,26.0,181.0,80.0,22,12,1,2004,3,35,368,0
0,35.0,189.0,88.0,151,72,1,2012,17,11,147,0
0,27.0,182.0,91.0,301,165,0,2002,29,0,2,0
0,20.0,165.0,55.0,301,165,1,2012,17,22,268,0
0,27.0,180.0,82.0,296,163,1,1964,39,14,195,0
0,28.0,193.0,100.0,256,146,1,2016,27,33,335,0
1,21.0,168.0,66.0,187,100,1,2004,3,42,458,0
0,33.0,175.0,67.0,132,67,1,1968,20,3,31,1
0,34.0,165.0,68.0,86,45,1,1980,22,3,38,0
0,19.0,192.0,90.0,46,28,1,1980,22,31,323,0
1,16.0,165.0,53.0,169,88,0,1984,32,18,245,0
1,18.0,163.0,54.0,382,207,1,1972,23,15,218,0
1,17.0,153.0,43.0,377,64,1,1992,5,22,276,2
0,25.0,206.0,118.0,22,12,1,2016,27,6,96,0
1,24.0,168.0,55.0,133,67,0,1988,8,18,245,0
0,30.0,188.0,88.0,382,207,1,1988,33,31,323,0
1,19.0,165.0,57.0,263,158,1,2000,38,43,467,0
0,23.0,169.0,64.0,352,182,1,2016,27,22,263,0
0,28.0,180.0,85.0,184,98,0,1992,0,25,283,0
0,27.0,154.0,52.0,240,127,1,1980,22,52,500,0
1,33.0,153.0,43.0,145,77,1,2008,6,22,273,0
0,27.0,199.0,94.0,184,98,1,1996,4,50,494,3
0,18.0,165.0,54.0,94,50,1,1980,22,22,267,0
0,23.0,178.0,83.0,382,207,0,1964,14,12,164,0
0,35.0,172.0,65.0,287,157,1,2008,6,3,38,0
0,32.0,170.0,68.0,397,68,0,1968,12,12,165,0
1,27.0,170.0,59.0,145,77,1,2008,6,31,331,0
0,19.0,175.0,70.0,382,207,1,1964,39,42,434,0
0,21.0,178.0,70.0,166,87,1,1992,5,42,449,0
0,25.0,178.0,68.0,97,52,1,2016,27,14,192,0
1,27.0,162.0,69.0,144,75,1,2012,17,1,12,0
0,30.0,185.0,93.0,184,98,0,1994,16,25,283,0
1,29.0,160.0,48.0,145,77,1,2012,17,53,541,0
1,31.0,163.0,47.0,382,207,1,2004,3,3,85,1
0,22.0,163.0,59.0,377,64,1,1992,5,22,264,0
1,24.0,162.0,49.0,86,45,1,1988,33,3,74,0
0,32.0,170.0,68.0,397,68,0,1968,12,12,164,0
0,26.0,185.0,77.0,151,72,1,2008,6,42,446,0
0,19.0,206.0,89.0,282,151,1,1964,39,6,96,0
0,19.0,173.0,75.0,408,217,1,1952,13,22,266,0
0,23.0,172.0,69.0,100,189,1,1960,28,14,200,0
0,22.0,175.0,65.0,43,26,1,1988,33,14,197,0
0,22.0,181.0,70.0,316,170,1,1964,39,3,31,0
0,27.0,198.0,92.0,46,28,1,1988,33,50,494,0
1,19.0,164.0,60.0,182,96,1,2004,3,42,453,0
1,21.0,178.0,66.0,296,163,1,1980,22,50,495,0
0,30.0,178.0,82.0,100,189,0,1984,32,25,283,3
0,23.0,178.0,62.0,25,13,1,1936,7,3,41,0
1,20.0,168.0,70.0,63,42,1,2012,17,19,250,0
0,21.0,189.0,89.0,336,205,1,1960,28,51,496,3
1,17.0,157.0,46.0,46,28,1,2000,38,22,273,0
0,19.0,164.0,60.0,132,67,1,1976,21,22,268,0
0,23.0,173.0,68.0,132,67,1,1968,20,24,281,0
0,24.0,180.0,62.0,382,207,1,1920,2,3,32,0
0,27.0,174.0,63.0,163,73,1,1996,4,3,41,0
0,23.0,161.0,60.0,382,207,1,1908,17,53,520,2
0,20.0,188.0,90.0,349,185,1,1964,39,42,439,0
1,24.0,183.0,77.0,382,207,1,1992,5,31,325,0
0,20.0,190.0,70.0,22,12,1,2016,27,3,49,0
1,25.0,170.0,60.0,195,103,0,2002,29,8,112,0
0,25.0,198.0,83.0,285,156,1,2012,17,50,494,0
0,22.0,180.0,77.0,352,182,1,1976,21,17,237,1
0,33.0,194.0,97.0,46,28,1,2016,27,6,96,0
0,29.0,167.0,62.0,272,148,1,2000,38,24,281,0
0,33.0,180.0,85.0,97,52,1,1996,4,35,370,0
1,21.0,176.0,65.0,22,12,0,1994,16,20,256,0
1,16.0,168.0,70.0,25,13,1,1960,28,42,456,0
1,32.0,170.0,60.0,46,28,1,1996,4,3,74,0
0,21.0,194.0,87.0,382,207,1,1976,21,42,431,3
1,25.0,165.0,60.0,75,40,1,1996,4,46,488,0
1,20.0,165.0,62.0,382,207,0,1984,32,0,6,0
0,24.0,180.0,82.0,46,28,1,1984,18,19,249,3
0,23.0,195.0,122.0,314,108,1,1976,21,3,57,0
0,27.0,167.0,55.5,252,1,1,1964,39,52,498,0
0,39.0,178.0,72.0,132,67,1,1988,33,35,362,0
0,33.0,170.0,88.0,382,207,1,2004,3,35,371,0
1,21.0,169.0,67.0,22,12,1,1988,33,24,282,2
0,23.0,175.0,71.0,352,182,0,2014,34,12,163,0
0,33.0,182.0,81.0,354,182,0,1964,14,9,113,0
0,29.0,183.0,84.0,64,35,1,1968,20,17,236,0
0,28.0,175.0,66.0,340,61,1,1968,20,6,96,0
0,22.0,185.0,65.0,72,38,1,1992,5,3,34,0
1,23.0,162.0,54.0,382,207,1,1984,18,3,75,0
0,28.0,173.0,71.0,184,98,1,1972,23,11,141,0
1,18.0,175.0,70.0,25,13,0,2014,34,41,424,0
0,26.0,176.0,60.0,265,144,0,1994,16,38,398,0
0,31.0,190.0,90.0,256,146,1,2004,3,34,337,0
0,21.0,177.0,55.0,196,104,1,2000,38,3,16,0
0,24.0,177.0,78.0,145,77,0,2006,40,20,253,0
1,29.0,158.0,45.0,184,98,0,1998,24,12,175,0
0,27.0,177.0,56.0,408,217,1,1968,20,3,53,0
1,23.0,168.0,53.0,114,74,0,1984,32,12,175,0
0,23.0,167.0,64.0,132,67,1,1984,18,22,271,0
1,26.0,162.0,54.0,46,28,1,2016,27,33,336,0
0,22.0,183.0,77.0,336,205,0,1980,15,0,2,0
1,15.0,155.0,51.0,184,98,1,1952,13,22,272,0
1,27.0,173.0,57.0,285,156,1,2008,6,3,73,0
0,26.0,172.0,73.0,272,148,1,1956,19,24,281,3
1,28.0,173.0,63.0,151,72,1,2008,6,3,72,0
1,25.0,165.0,59.0,22,12,1,1992,5,24,282,0
0,23.0,178.0,72.0,336,205,1,1988,33,35,367,1
1,21.0,173.0,56.0,296,163,1,1996,4,46,488,0
1,15.0,152.0,50.0,388,206,1,1968,20,42,461,0
0,28.0,178.0,70.0,132,67,0,1976,14,9,113,0
1,33.0,153.0,43.0,145,77,1,2008,6,22,272,0
0,36.0,170.0,68.0,206,115,1,1960,28,17,237,0
1,31.0,162.0,55.0,375,204,1,2004,3,3,87,0
0,27.0,164.0,59.0,100,189,1,1968,20,22,267,0
0,21.0,185.0,75.0,233,126,1,1964,39,19,249,0
0,19.0,174.0,65.0,296,163,1,1976,21,22,271,0
0,20.0,184.0,77.0,166,87,1,2016,27,19,249,0
0,29.0,187.0,90.0,352,182,1,1972,23,53,529,0
1,30.0,167.0,58.0,22,12,0,2014,34,37,396,0
1,29.0,178.0,70.0,187,100,1,2004,3,3,67,0
0,28.0,161.0,64.0,340,61,1,2012,17,22,268,0
0,20.0,195.0,75.0,251,140,1,1988,33,17,237,0
1,24.0,162.0,54.0,172,90,0,2006,40,0,8,0
1,16.0,158.0,44.0,296,163,1,1996,4,22,276,1
0,31.0,175.0,81.0,382,207,1,2000,38,14,197,0
1,15.0,154.0,55.0,161,81,1,1968,20,42,454,0
0,33.0,192.0,98.0,97,52,0,2002,29,25,283,0
0,25.0,177.0,81.0,100,189,0,1984,32,25,283,3
0,27.0,183.0,80.0,112,56,1,2016,27,3,32,0
1,23.0,160.0,62.0,236,124,1,2016,27,53,544,0
1,29.0,170.0,60.0,285,156,1,1968,20,50,495,1
0,27.0,180.0,91.0,385,207,0,1972,31,9,113,0
0,22.0,185.0,81.0,28,14,1,2000,38,10,119,0
0,18.0,193.0,85.0,283,152,1,1968,20,42,436,0
1,32.0,171.0,63.0,326,184,0,2010,41,25,284,0
0,25.0,172.0,67.0,278,150,1,1976,21,3,53,0
1,14.0,170.0,45.0,361,191,1,1976,21,42,451,0
0,25.0,170.0,72.0,78,196,1,2016,27,44,472,0
0,24.0,183.0,71.0,265,144,0,2002,29,29,310,0
0,22.0,177.0,76.0,100,189,1,1992,5,42,430,0
0,27.0,205.0,94.0,251,140,1,1992,5,50,494,3
0,29.0,164.0,51.0,105,53,1,1936,7,3,53,0
1,25.0,169.0,61.0,97,52,1,2012,17,42,452,0
1,29.0,167.0,64.0,340,61,1,2016,27,6,97,3
0,20.0,160.0,70.0,64,35,1,1984,18,22,266,0
0,29.0,187.0,92.0,285,156,1,1992,5,31,324,1
1,14.0,139.0,44.0,86,45,1,1972,23,42,466,0
1,28.0,195.0,91.0,296,163,1,1996,4,31,332,0
0,34.0,172.0,70.0,362,140,1,1952,13,34,349,0
1,23.0,190.0,80.0,16,8,1,2008,6,42,456,0
1,18.0,162.0,56.0,336,205,1,1964,39,15,219,0
0,27.0,182.0,76.0,265,144,0,2014,34,41,414,0
1,24.0,172.0,65.0,349,185,1,2000,38,16,228,0
0,30.0,191.0,90.0,54,31,1,2000,38,3,56,0
0,28.0,187.0,100.0,184,98,1,2000,38,5,95,0
0,26.0,168.0,57.0,371,199,1,1984,18,3,53,0
0,29.0,180.0,70.0,130,66,1,1924,26,3,21,0
0,23.0,182.0,95.0,349,185,1,1984,18,34,352,0
0,24.0,194.0,110.0,147,77,0,1992,0,9,113,0
1,16.0,149.0,38.0,301,165,1,1996,4,22,274,0
0,27.0,169.0,61.0,22,12,1,1996,4,3,25,0
0,19.0,172.0,58.0,132,67,1,1988,33,22,268,0
1,22.0,166.0,62.0,233,126,1,1968,20,50,495,0
